"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","51.2","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","48.7","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","49.0","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","48.0","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","47.6","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","45.9","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","45.3","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","44.6","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","44.6","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","44.2","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","44.7","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","42.7","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","42.7","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","43.1","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","41.7","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","43.0","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","41.2","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","44.0","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 80 to 84 years","Females","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222139","1.19.3.2","41.8","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","114.8","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","113.4","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","113.5","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","112.5","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","108.8","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","107.0","","","","1"
"2006","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","100.1","","","","1"
"2007","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","101.3","","","","1"
"2008","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","100.7","","","","1"
"2009","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","97.7","","","","1"
"2010","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","96.3","","","","1"
"2011","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","96.3","","","","1"
"2012","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","94.1","","","","1"
"2013","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","93.0","","","","1"
"2014","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","93.5","","","","1"
"2015","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","93.2","","","","1"
"2016","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","89.9","","","","1"
"2017","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","91.4","","","","1"
"2018","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","91.9","","","","1"
"2019","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","88.7","","","","1"
"2020","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","93.0","","","","1"
"2021","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","88.8","","","","1"
"2022","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","95.7","","","","1"
"2023","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Both sexes","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222141","1.20.1.2","89.4","","","","1"
"2000","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222143","1.20.2.2","144.0","","","","1"
"2001","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222143","1.20.2.2","141.6","","","","1"
"2002","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222143","1.20.2.2","142.5","","","","1"
"2003","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222143","1.20.2.2","141.5","","","","1"
"2004","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222143","1.20.2.2","134.8","","","","1"
"2005","Canada, place of residence","2021A000011124","Age at time of death, 85 to 89 years","Males","Mortality rate per 1,000 population","Rates per 1,000 population","267","units","0","v21222143","1.20.2.2","132.9","","","","1"
